76,145,65,Manzana-Verde
53,104,45,Manzana-Verde
48,132,70,Manzana-Verde
40,114,51,Manzana-Verde
87,166,57,Manzana-Verde
45,87,44,Manzana-Verde
49,127,67,Manzana-Verde
88,114,70,Manzana-Verde
49,102,80,Manzana-Verde
44,85,69,Manzana-Verde
180,76,67,Manzana-Roja
179,40,33,Manzana-Roja
162,35,29,Manzana-Roja
52,62,64,Manzana-Podrida
52,59,41,Manzana-Podrida
49,55,43,Manzana-Podrida
41,49,51,Manzana-Podrida
40,40,40,Manzana-Podrida
